o:id,dcterms:title,jdc:hasRencontre,jdc:complexity,jdc:valeurUtilite
62609,"Maryse Carmes",60,171,20
62610,"Majd Saleh",,19,
62611,"Stéphane Simonian",,151,
62612,"Juan Sequeda",,127,
62613,"Olaf Hartig",,127,
62614,"B. Ancori",,117,
62615,"Madeleine Akrich",,167,
62616,"Michel Callon",,171,30
62617,"Eric Boutin",,139,
62618,"Pei Liu",,139,
62619,"Stéphane Goria",,139,
62620,"Philippe Dumas",,139,
62621,"Amos David",20,147,10
62622,"José Lages",,203,
62623,"Sylvain Ferrières",,123,
62624,"Pathé Marame Niang",,123,
62625,"Élodie Vieille Blanchard",,115,
62626,"John Robert Stewart",,163,
62627,"Véronique Havelange",,163,
62628,"Juan Carlos Valverde Campos",,123,
62629,"Dominique Bourg",,287,
62630,"Augustin Fragnière",,287,
62631,"Annette Lauret",,133,
62632,"Francis Arnion",,133,
62633,"Alessandro Sarti",,19,
62634,"Giovanna Citti",,19,
62635,"David Piotrowski",,19,
62636,"Fabien Provost",,19,
62637,"Lauren Kamili",,19,
62638,"Perig Pitrou",,19,
62639,"Pierre Holat",,115,
62640,"Karen L. F. Houle",,19,
62641,"Anne Querrien",,19,
62642,"Michael Marder",,351,
62643,"Christophe Lazaro",,19,
62644,"Sylvain Parasie",,155,
62645,"François Dedieu",,155,
62646,"Christopher Paul Wild",,163,
62647,"Xavier Guchet",,19,
62648,"Claire Jouffray",,19,
62649,"Danilo Martuccelli",,19,
62650,"Henry David Thoreau",,161,40
62651,"Jean-Pierre Dupuy",,107,
62652,"Benjamin H. Bratton",,187,
62653,"Alberto Jáñez Morán",,199,
62654,"Paolo Profaizer",,199,
62655,"María Herrando Zapater",,199,
62656,"María Andérez Valdavida",,199,
62657,"Ignacio Zabalza Bribián",,199,
62658,"Natacha Gondran",,255,
62659,"Anastasia Wolff",,159,
62660,"Christian Brodhag",,159,
62661,"N. Kingston",,19,
62662,"B. MacSharry",,19,
62663,"M. G. de Lima",,19,
62664,"E. M. S. Belle",,19,
62665,"N. D. Burgess",,19,
62666,"Serge Paugam",,121,
62667,"Diego Juffe-Bignoli",,123,
62668,"Heather Bingham",,123,
62669,"Brian MacSharry",,123,
62670,"Marine Deguignet",,123,
62671,"Amy Milam",,123,
62672,"Dominique Méda",,217,
62673,"Frédéric Zahm",,107,
62674,"Marilys Pradel",,19,
62675,"Daniel Boffety",,19,
62676,"Matthieu Quiniou",60,121,40
62677,"Rachel A. Neugarten",,215,
62678,"Penny F. Langhammer",,215,
62679,"Elena Osipova",,215,
62680,"Kenneth J. Bagstad",,215,
62681,"Nirmal Bhagabati",,215,
62682,"Stuart H.M. Butchart",,215,
62683,"Nigel Dudley",,215,
62684,"Vittoria Elliott",,215,
62685,"Leah R. Gerber",,215,
62686,"Claudia Gutierrez Arrellano",,215,
62687,"Kasandra-Zoica Ivanić",,215,
62688,"Marianne Kettunen",,215,
62689,"Lisa Mandle",,215,
62690,"Jennifer C. Merriman",,215,
62691,"Mark Mulligan",,215,
62692,"Kelvin S.-H. Peh",,215,
62693,"Ciara Raudsepp-Hearne",,215,
62694,"Darius J. Semmens",,215,
62695,"Sue Stolton",,215,
62696,"Simon Willcock",,215,
62697,"Craig Groves",,215,
62698,"Jean-Pierre Gratia",,123,
62699,"Marc-Williams Debono",,117,
62700,"Quentin Hiernaux",,117,
62701,"Stefano Mancuso",,129,
62702,"Alessandra Viola",,129,
62703,"Renaud Temperini",,129,
62704,"Marie Augendre",,141,
62705,"Jean-Pierre Llored",,141,
62706,"Yann Nussaume",,141,
62707,"Eduardo Kohn",,19,
62708,"Grégory Delaplace",,19,
62709,"Myriam Lamolle",10,147,10
62710,BERNS/REIGELUTH,,125,
62711,"Robert Harrison",,145,60
62712,"Florence Naugrette",,141,
62713,"San Antonio",,113,30
62714,"Shah Idries",,141,20
62715,"Jean Neaumet",,137,
62716,"Mark Hunyadi",,239,
62717,"Joseph Culpepper",,91,
62718,"André Comte-Sponville",,135,30
62719,"Nathalie Chouchan",,135,
62720,"Anne-Françoise Schmid",,211,
62721,"Muriel Mambrini-Doudet",,211,
62722,"Lydia Flem",,135,
62723,"Jean Petitot",,135,
62724,"Vincent Bontems",,129,
62726,"Krzysztof Pomian",,215,40
62727,"J Petitot",,89,
62728,"Emiliano Heyns",,99,
62729,"Diane Dufort",,159,
62730,"Federico Tajariol",,159,
62731,"Yaëlle Tannau",,91,
62732,"Armand Etienne Amato",30,145,3
62733,"Daniela Voss",,123,
62736,"Wassily Kandinsky",,193,50
62737,"Philippe Sers",,189,
62738,"Suzanne Leppien",,189,
62739,"Jean Leppien",,189,
62740,"Florie Giacona",,19,
62741,"Brice Martin",,19,
62742,"Nicolas Eckert",,19,
62743,"Jérémy Desarthe",,19,
62744,"Daniel Rosenberg",,153,
62745,"Anthony T. Grafton",,153,
62746,"Marie-Christine Guillon",,153,
62747,"Evelyne Clément",60,129,30
62748,"Laurence Dahan-Gaida",,151,
62749,"Dario Rodighiero",,213,20
62750,"Jeffrey Schnapp",,149,
62751,"Martine Sgard",,149,
62752,"Véronique Delannay",,19,
62753,"Jean-Charles Jarrell",,19,
62754,"Thibaud Hulin",,19,
62755,"Julio Laborde",,19,
62756,Élysée,,107,
62757,"Flavien Balbo",,163,
62758,"Fiona Berreby",,163,
62759,"Olivier Boissier",,163,
62760,"Vincent Bonnemains",,163,
62761,"Grégory Bonnet",,163,
62762,"Gauvain Bourgne",,163,
62763,"Bruno Mermet",,163,
62764,"Gaële Simon",,163,
62765,"Thibault de Swarte",,163,
62766,"Catherine Tessier",,163,
62767,"Robert Voyer",,163,
62768,"Bernard Miège",,143,
62769,"Nicolas Pélissier",,143,
62770,"Editions L'Harmattan/SFSIC",,143,
62771,"Marie-Laure Malingre",,147,
62772,"Rayya Roumanos",,19,
62773,"Anne de Fornel",,133,
62774,"Anne  de Fornel",,125,
62775,"Pascal Béguin",,19,
62776,"Jean-François Desbiens",,151,
62777,"Louis Quéré",,191,
62778,"Michel De Fornel",,191,
62779,"Zoubida Afoutni",,19,
62780,"Monique Dalud-Vincent",,195,
62781,"Bilel Benbouzid",,139,
62783,"Mathieu Bastian",,119,
62784,"Sebastien Heymann",,119,
62785,"Kevin Coulembier",,119,
62786,"Peter Gärdenfors",,19,
62787,"Quang Vu Bui",,19,
299618,"Salam Diab Duranton",30,89,20
299619,"Abdenbi Lachkar",,81,
299620,"Catherine Nyeki",60,89,60
299621,"Ghislain Guy",,197,
299622,Orlan,10,91,10
299623,"Daniel Berthereau",30,177,50
299751,"Hadjira Oumennor Makhaldi",,73,
299752,"Caroline Avril",,73,
299753,"Maxime Antremont",,73,
299754,"Yann Soubai",,73,
299755,"Asmae El Miloudi",,73,
299756,"Xiaohe Cao",,73,
299757,"Zineb Slaoui",,73,
299758,"Karima Hajjari",,73,
299759,"Youcef Chahed",,73,
299760,"Firdaous Boumarsel",,73,
299761,"Mohamed El Frihmat",,73,
299762,"Fahem Irantene",,73,
299763,"Nadir Gharzal",,73,
299764,"Eléonore Gouttegata",,73,
299765,"The Loc Nguyen",,73,
299766,"Mohamed Benabid",,73,
299767,"El Hadji Malick Gueye",,73,
299768,"Mohammed Ahmed Hassan",,65,
299769,"Manon Micaletti",,65,
299770,"Sarah Malaeb",,65,
299771,"Luis Torres",,65,
299772,"Carole Henri",,65,
299773,"Emna Louati",,335,
299774,"Rim Kaidi",,83,
299775,"Christina Ramaroson",,81,
299776,"Lucien Cartier-Tilet",,85,
299777,"Roch Delanay",,261,
299778,"Ala Atrash",,73,
299779,"Claire Dezaille",,73,
299780,"Abderrahim Bargaoui",,81,
299781,"Mehdi Touibi",,81,
299782,"Amel Bourenane",,81,
299784,"Chacha Mahfoud",,81,
299880,"Chu-Yin Chen",50,23,50
299901,"Amit Patel",,99,
299902,"Zachary Déziel",,107,
299903,"Denis Cristol",,187,
299904,"Victor Hugo",,125,20
299905,"Cathy Rousset",,121,
299906,"Jürgen Habermas",,225,20
299907,"Frédéric Joly",,115,
299909,OCDE,,115,
299910,"Karl J. Friston",,195,
299911,"Maxwell J. D. Ramstead",,195,
299912,"Alex B. Kiefer",,195,
299913,"Alexander Tschantz",,195,
299914,"Christopher L. Buckley",,195,
299915,"Mahault Albarracin",,195,
299916,"Riddhi J. Pitliya",,195,
299917,"Conor Heins",,195,
299918,"Brennan Klein",,195,
299919,"Beren Millidge",,195,
299920,"Dalton A. R. Sakthivadivel",,195,
299921,"Toby St Clere Smithe",,195,
299922,"Magnus Koudahl",,195,
299923,"Safae Essafi Tremblay",,195,
299924,"Capm Petersen",,195,
299925,"Kaiser Fung",,195,
299926,"Jason G. Fox",,195,
299927,"Steven Swanson",,195,
299928,"Dan Mapes",,195,
299929,"Gabriel René",,195,
299930,"Armen Khatchatourov",,135,
299931,"Nikita Pavlichenko",,143,
299932,"Fedor Zhdanov",,143,
299933,"Dmitry Ustalov",,143,
299934,"James Hayden Tufts",,283,
299935,"Fabien Ferri",,127,
299936,"Philippe Vellozzo",,107,
299937,"Cécile Gardies",,115,
299938,"Juan Carlos Farah",,97,
299939,"Marie Lechner",,271,
299940,"Masure Anthony",,279,20
299941,"Michèle Béguin",,147,
299942,"Denise Pumain",,147,
299943,"Billy Perrigo",,19,
299944,"Paul DelSignore",,107,
299945,"Anjana Samindra Perera",,107,
299946,"Chenfei Wu",,147,
299947,"Shengming Yin",,147,
299948,"Weizhen Qi",,147,
299949,"Xiaodong Wang",,147,
299950,"Zecheng Tang",,147,
299951,"Nan Duan",,147,
299952,"Etienne Mineur",10,171,30
299953,"Hörl Erich",,107,
299954,"Ian J. Goodfellow",,155,
299955,"Jean Pouget-Abadie",,155,
299956,"Mehdi Mirza",,155,
299957,"Bing Xu",,155,
299958,"David Warde-Farley",,155,
299959,"Sherjil Ozair",,155,
299960,"Aaron Courville",,155,
299961,"Yoshua Bengio",,155,
299962,"Alban Leveau-Vallier",,301,
299963,"Szoniecky, Samuel",,1053,
299965,"Safia Abouad",20,145,10
299966,"Johanna Drucker",,149,20
299967,"Morgane Mignon",,145,
299968,"Marie-Mathilde Bortolotti",,145,
299969,"Tiffany Andry",,115,
299970,"Suzanne Kieffer",,115,
299971,"Jeremy Boy",,167,
299972,"Malek Ghenima",30,123,10
299973,"Amel Bourenane",,111,
300412,"Lev Manovich",,79,30
300413,"Markos Konstantakis",30,79,20
300414,"George Okeyo",,71,
300415,"Sophie Renault",,71,
300416,"Massimo Leone",,75,20
300417,"Béatrice Galinon-Mélénec",,71,
300418,"Franck Zappa",,65,60
541198,"Jérôme Bondu",,175,
541199,"Corinne Dupin",,175,
541200,"Christophe Deschamps",,175,
541201,"Tangi Cavalin",,159,
541202,"Lev Manovich",,85,20
541203,"Alain Lelu",,141,
541204,"William Charles",,123,
541205,"Cassia Trojahn",,211,
541206,"Catherine Malabou",,121,
541207,"Anna Pappa",50,279,20
541208,"Rocio Berenguer",20,279,20
541209,"Joël Huthwohl",,271,
541210,"Cécile Quach",30,275,
541211,"Benjamin Green",,97,
541212,"Henri Reymond",,163,
541213,"Roger Brunet",,167,10
541214,"Per Aage Brandt",,135,
541215,"Sophie Roux",,159,
541216,"Thierry Martin",,159,
541217,"Ernest Coumet",,159,
541218,"Benoît Saint Girons",,125,
541219,"Ecole biblique de Jérusalem",,125,
541220,"Gilles Legoux",,107,
541221,"Anthony Masure",,141,20
541222,"Aditya Ramesh",,123,
541223,"Prafulla Dhariwal",,123,
541224,"Alex Nichol",,123,
541225,"Casey Chu",,123,
541226,"Mark Chen",,123,
541227,"César Ducruet",,81,
541228,"Sylvain Perifel",,99,
541229,"Kévin Perrot",,123,
541230,"Mariana Ziku",,139,
541231,"Konstantinos Michalakis",,139,
541232,"George Caridakis",30,147,5
541233,"Markos Konstadakis",10,147,10
541234,"George Trichopoulos",,139,
541235,"Katia Dupret",30,305,30
541236,"Jennifer Eschweiler",,139,
541237,"Natalie Petiteau",,127,
541238,"Karim Hammou",,127,
541239,"Mathieu Orban",,127,
541240,"Céline Guilleux",,127,
541241,"Sarah Zingraff",,127,
541242,"Lucie Choupaut",,127,
541243,"Pascal Ory",10,127,10
541244,"Gia-Hung Nguyen",,99,
541246,"Yann LeCun",,95,20
541247,"Hugo Dendievel",,139,
